reviewer_name,user_country,room_type,stay_duration_days,rating,review_text,review_date
Lenita,Indonesia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 3 malam pada Juli 2023,"8,0",Same like all villas in bali,Diulas pada 19 Januari 2024
Evelin,Selandia Baru,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 3 malam pada Januari 2024,"8,0","Reviving your body, soul, and mind. Real rest if that is what you are looking for.",Diulas pada 15 Januari 2024
Hendrik,Indonesia,Vila Tiga Kamar Tidur,Menginap 2 malam pada Desember 2023,"6,8",Nice place for vacation,Diulas pada 06 Januari 2024
Erina,Indonesia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Desember 2023,"10,0",Baguss cocok untuk honeymoon,Diulas pada 04 Januari 2024
Erina,Indonesia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Desember 2023,"9,6","Villa baguss dan ditengah sawah, cocok banget untuk honeymoon",Diulas pada 04 Januari 2024
MIJIN,Malaysia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Desember 2023,"9,2",30 minutes by car from Ubud Center.  A private and quiet villa in the middle of the rice fields. My teenage daughters and my husband. We end our tiring trip with a break in the villa.  Well-organized bedding and a covered swimming pool.  And delicious food and attentive staff.  I wish to come again next time🤩,Diulas pada 15 Desember 2023
Inna,Ukraina,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 3 malam pada Desember 2023,"8,4","Nice villa and helpful people around, great food and spa as well. The only things is location . Too far from everything",Diulas pada 13 Desember 2023
Kate,Indonesia,Vila Tiga Kamar Tidur,Menginap 1 malam pada Oktober 2023,"9,2","We misread the location of this place on Google maps and did not realize how far out of town it was. 
The hotel itself was lovely but grab won't pick up there, so make sure you organize a return transfer before you go.
I think it would be perfect for a girls getaway where you want peace and quiet",Diulas pada 27 November 2023
vanessa,Korea Selatan,Vila Tiga Kamar Tidur,Menginap 5 malam pada Oktober 2023,"10,0","It was absolutely amazing. The staff, the food, our villa, the amenities, the pool etc.",Diulas pada 08 November 2023
Tiju,Australia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Oktober 2023,"8,8",We stayed at the villa for 2 nights. Great location and facilities. But would be good if they can provide a microwave for heating up stuff.,Diulas pada 27 Oktober 2023
rajul,India,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Oktober 2023,"9,2","We stayed there for two days, it was an amazing property with great interiors and view. They served good breakfast. Services were good.
Location was not near by centre but not that too far.",Diulas pada 26 Oktober 2023
Ester,Indonesia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Oktober 2023,"10,0",So happy to stay here. Feel like at home. The staff is really kind and helpfull. I join private yoga session and i'm so happy with this experience.,Diulas pada 08 Oktober 2023
Aminath,Malaysia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 3 malam pada September 2023,"10,0",Highly recommend the hotel if you're looking for a peaceful getaway. The food in the restaurant was just okay though.  Hope the hotel improves on the food as it was the only thing lacking.,Diulas pada 18 September 2023
Nur,Malaysia,Deluxe One Bedroom Private Pool Villa,Menginap 3 malam pada Agustus 2023,"10,0",suitable for people who love peace. cold area and a bit outskirt. via motorcycle recommended to feel the village vibes.,Diulas pada 15 September 2023
Oudomseila,Kamboja,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Agustus 2023,"3,2",Need more training dealing with customer and still with limited staff- front desk receptionist made us carry our own luggage about 100m to our villa- villa was beautiful only thing great was the living area.,Diulas pada 01 September 2023
Michael,Indonesia,Vila Tiga Kamar Tidur,Menginap 2 malam pada Agustus 2023,"6,4","My family and I travel to bali and would like to spend a great family time. We arrive here at 9pm because of traffic. 

Great hotel IMHO. The ambiance is good. But unfortunately some major issue happen.

We book early. But the hotel don't prepare the room that we requested.

The internet is very not stable. One of the crucial things to have in nature resort for us. And also the tv got broken led line.

And the hot water is not fully function. Can you imagine with the temperature of ubud. Hot water is one of the top priority.

And when we complain, all the staff has gone by 11pm. Only security. And they can't do anything.

We complain but same trouble happen again.",Diulas pada 27 Agustus 2023
Dini,Indonesia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Juli 2023,"10,0","We have amazing stay in this villas, the scenery,the vibes,really relaxing and calm. Best for couple for honeymoon. Thanks!",Diulas pada 21 Agustus 2023
Harry,Amerika Serikat,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 3 malam pada Agustus 2023,"9,6",A bit of a drive from central Ubud but very quiet and peacful place.  Very beautiful area and the staff are very friendly and helpful.,Diulas pada 18 Agustus 2023
Vinay,Amerika Serikat,Vila Tiga Kamar Tidur,Menginap 2 malam pada Agustus 2023,"10,0",Very nice villas and amazing prices.,Diulas pada 09 Agustus 2023
Ma,Hong Kong,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 4 malam pada Juli 2023,"4,8","First of all the front desk is not 24/7 meaning if you need anything or have any issue with your room after midnight no one can help you or even pick up the call.  Second, we asked for refill body wash and even take the pump out to let them know, they do not refill and simply put back the lid and put back into the shower. Third, they do not give clean towers. We have 5 people and one night they do not take the used one away from the laundry bag and only gave us 2 new towels. Lastly, the staff is not of much helpful and did not really help us to solve all the above complaints. Overall it has not been a pleasant stay.",Diulas pada 27 Juli 2023
Claro,Filipina,Vila Tiga Kamar Tidur,Menginap 2 malam pada Juli 2023,"9,6",The location was perfect for us as it was not in the busy ubud center. I feel so close to nature during our stay.,Diulas pada 09 Juli 2023
Maria,Indonesia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Juni 2023,"10,0",Clean & warm Villa,Diulas pada 01 Juli 2023
Heny,Indonesia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Juni 2023,"9,2",The place is beautiful and big. My only advice is cleanliness for kitchenette. The cup and plate is tainted,Diulas pada 16 Juni 2023
Vivek,India,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Juni 2023,"4,4",From check in to check out everything was not done properly. In our 2 nights stay noone came for room cleaning. Despite many calls no proper response was received. Even staff behaviour was very rude. And despite having free breakfast package we were charged wrongly. Won’t recommend this property to anyone.,Diulas pada 15 Juni 2023
Sintia,Indonesia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Agustus 2022,"9,6","Tempat nya sangat jauh dari kota, bersih, makanan lumayan enak",Diulas pada 10 Juni 2023
Mofidul,India,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 4 malam pada Mei 2023,"7,6","It was a great location for people who want to stay in the middle of natural surrounding. No hustle bustle of the Ubud city. Beautiful villas with private pools. Excellent room service and very accommodating staffs. On the limitations, there’s isn’t much option from in-house restaurant. Also, getting a taxi or a regular cab for daily commuting is difficult. However the reception can arrange cab in a short time. Look forward to my detailed review on Trip Advisor.",Diulas pada 26 Mei 2023
MOHAMED,Singapura,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Mei 2023,"7,2",The villa is quite a distance from Ubud Center. It’s about 20mins drive.,Diulas pada 07 Mei 2023
ANA,Filipina,Vila Tiga Kamar Tidur,Menginap 1 malam pada Mei 2023,"10,0",The best!,Diulas pada 06 Mei 2023
Anandkumar,Singapura,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Mei 2023,"9,6","If you want to get away from the city life, Daun Lebar is the best choice.Remote and away from the noises. Pleasant surroundings.  Wonderful staffs. Good food. All together a happy stay.",Diulas pada 06 Mei 2023
Sie,Indonesia,Vila Tiga Kamar Tidur,Menginap 1 malam pada Mei 2023,"9,6",Good villa even its far away from City,Diulas pada 04 Mei 2023
Sefrina,Indonesia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada April 2023,"9,6","This is my second visit to the villa. I love everything about the villa, the pool, the interior and exterior. It is really homey.",Diulas pada 01 Mei 2023
Jusak,Indonesia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada April 2023,"5,2",.,Diulas pada 25 April 2023
Ester,Australia,Vila Tiga Kamar Tidur,Menginap 3 malam pada Januari 2023,"8,4","Friendly helpful staff, clean premises and quiet peaceful location",Diulas pada 03 April 2023
irianti,Indonesia,Vila Tiga Kamar Tidur,Menginap 1 malam pada Oktober 2022,"7,6","this hotel is very clean, staff very friendly, but the location is too far form center of ubud",Diulas pada 17 Maret 2023
Yang,Indonesia,Vila Tiga Kamar Tidur,Menginap 3 malam pada Maret 2023,"10,0",Located in secluded area with great exterior and interior. Staff always put a smile on their faces. Our family had a great time visiting Kintamani and Ubud area.,Diulas pada 13 Maret 2023
Ibrahim,Malaysia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Oktober 2022,"7,6",Great place to escape from chaos town,Diulas pada 09 Maret 2023
Darren,Indonesia,Vila Tiga Kamar Tidur,Menginap 2 malam pada Februari 2023,"10,0","Good staff, very responsible",Diulas pada 09 Maret 2023
maida,Indonesia,Vila Tiga Kamar Tidur,Menginap 2 malam pada Februari 2023,"10,0","very clean, staf very humble n caring us during our stay",Diulas pada 04 Maret 2023
Febriani,Indonesia,Vila Tiga Kamar Tidur,Menginap 3 malam pada Februari 2023,"8,8","Nestled quite far from ubud central, it's a good option for those who want to be away from busy hustle life. Best for couple to have me time",Diulas pada 01 Maret 2023
nurmaizurah,Singapura,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 3 malam pada Desember 2022,"5,6",Friendly staff but the location is too deep inside. Couldn't rent a bike because its very dangerous to ride there as there were too many steep uphill and downhill.,Diulas pada 31 Januari 2023
Revita,Indonesia,Vila Tiga Kamar Tidur,Menginap 2 malam pada Desember 2022,"9,6","Villa, room, pool, bed, breakfast, staff all good! Its just we waited 30min for check in at 4pm (which is already pass check in time). And the is so much moth in the morning at the livingroom and kitchen.",Diulas pada 25 Januari 2023
Phi,Hong Kong,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Desember 2022,"7,2","nice villa layout. must review bedsheet, pillow cleaniness",Diulas pada 18 Januari 2023
Benito,Indonesia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Agustus 2022,"9,2","Going here with toddler, everythings perfect",Diulas pada 01 Januari 2023
Charles,Indonesia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Desember 2022,"10,0",Best accommodations for its price!,Diulas pada 25 Desember 2022
Wai,Singapura,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 4 malam pada Desember 2022,"8,8",Overall stay is good there. Kids love the pool in the villa.,Diulas pada 07 Desember 2022
Riva,Indonesia,Vila Tiga Kamar Tidur,Menginap 1 malam pada November 2022,"10,0",BEST BEST BEST,Diulas pada 25 November 2022
Talwinder,India,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada November 2022,"10,0",Staff at villa is very nice and helpful.Always smiling.cleanliness is good .very close to ubud city,Diulas pada 23 November 2022
Jimmy,Singapura,Vila Tiga Kamar Tidur,Menginap 3 malam pada November 2022,"5,6","The villa seems rather run down in the interiors and the cleanliness is kinda lacking, especially for the living and dining area which is really dirty.  The dining table and dining chairs as well as the sofa has really bad stains and the fridge was really dirty. The room and the toilet is alright. But overall, i think the cleanliness can be improved much more. The location of the accommodation is really very far in. Around 30mins from Ubud central. However, it was rather cooling with the natural wind and higher altitude temperature. The location might not be recommended for groups whereby transportation is a consideration.",Diulas pada 17 November 2022
Qubra,Swedia,Vila Tiga Kamar Tidur,Menginap 2 malam pada November 2022,"9,6","Nice villa , and sooo peaceful.
The neighbor hood its just awesome . Super friendly peoples 😍",Diulas pada 17 November 2022
Siti,Malaysia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Oktober 2022,"9,2",We spent 2 nights and we're loving every single minute of our stay. Staff were very helpful especially when I fell off the scooter and sprained my leg.  Thank you Mbak Jenny for that good massage. Daun Lebar was definitely the highlight of our Bali trip!,Diulas pada 02 November 2022
LIANA,Indonesia,Vila Tiga Kamar Tidur,Menginap 2 malam pada September 2022,"9,2","enjoyed our stay. villa is huge, rooms n pool are also nice. bfast were good. only little things to improve, there was leaking in masterbedroom (i believe from AC). they should replace bath towels, face towels, all floor mate …inappropriate look already. and please provide bigger trash bin in kitchn area. tks",Diulas pada 21 September 2022
Ho,Singapura,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 3 malam pada September 2022,"8,4",It's 30 mins car ride fr Ubud Center. In a quiet village. We love the seclusion. The property is big but bec of its surroundings expect some insects ard the property. But not mosquito for sure. There's no bedroom slippers when asked. Beautiful rice padi outside the property. And a bamboo walkway fr a nearby spa.,Diulas pada 13 September 2022
Gayatri,Kanada,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 4 malam pada September 2022,"10,0",Loved it!!!,Diulas pada 13 September 2022
Phi,Australia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Agustus 2022,"8,8","Generally, the design looks absolutely great without complaint.
However, it's a long 30-minute drive to Ubud center.  The kitchen equipped with only 1 plate while my 2-bedroom villa furnished for 4 adults. The bathroom facility needs extra cleaning/maintenance to avoid lime scale built up on those metal shower equipments, or soap scum, water spots, and mineral deposits on glass shower door.",Diulas pada 02 September 2022
Crizki,Indonesia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Agustus 2022,"9,6",The weather is quite cold and far away from the crowd. So peaceful,Diulas pada 24 Agustus 2022
alvin,Indonesia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Agustus 2022,"8,0",Too far from centre city & the road quite smooth but narrow. Should pay more attention during driving.,Diulas pada 18 Agustus 2022
jae,Australia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Agustus 2022,"8,8","It's the best for a family or couple.
It's a really quiet countryside. If you just want to do nothing and rest, this place is perfect",Diulas pada 12 Agustus 2022
Vivek,India,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Juli 2022,"8,8",If you are looking for isolated place this is good but the it’s inside a village called penangayan,Diulas pada 31 Juli 2022
firman,Indonesia,Vila Tiga Kamar Tidur,Menginap 2 malam pada Juli 2022,"10,0","I was traveling with the family of 9 and everyone was satisfied with the service, cleanliness and facilities. No single complain from them. You should take your loved ones too and stay at yuis villa if you plan to have a quite with rice fields surrounding you.",Diulas pada 30 Juli 2022
Haryo,Indonesia,Vila Tiga Kamar Tidur,Menginap 1 malam pada Juli 2022,"9,2","Very clean, very spacious, quiet, calm, cozy place to relax and forget my hectic daily life at work. I stayed in a well maintained 3 br villa which was fantastic, with combination of modern and traditional design. The space is very generous with complete facilities, good bed, good amenities, good aircon (not really needed since the air is pretty cold). 
This villa is very worth the money if you are looking for a place to relax and do nothing else but having a quality time with your partner or family.
The only downside for me is the distance from main road and the access is pretty narrow. Other than that everything was perfect for me.",Diulas pada 28 Juli 2022
Mierna,Indonesia,Vila Tiga Kamar Tidur,Menginap 1 malam pada Juni 2022,"10,0","We stayed for 1 night as part of villa hopping life in Bali😁, booked this property through agoda and did not regret it at all.

Surrounded by lush green rice field, serene environment, our own private pool with adequate depth. Clean bedrooms, crisps linens. Cool air and lots of plants giving it rural vibes with urban facility (smart tv enable us to  binge Man vs Bee). We have fridge to store our children supplies, hot water pot. Tea and local coffee. Would be great if there is also stove and cooking utensils. 

Friendly and welcoming staffs, attentive and helpful to assist our adversities and exhaustion after driving from denpasar with starving children.

Too bad we did not get to experience harvesting activities since the crops did not grow well due to the season.

Definetely will recommend to other families to stay here. Thank you Daun Lebar team.",Diulas pada 28 Juni 2022
Hizkia,Indonesia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada September 2020,"10,0","New Villas in Payangan, Ubud. The Villas surrounded by rice fields and so relaxing. The staff so friendly, the butler was excellent service.  The floating breakfast so good! So tasty. The wifi just a bit low connection sometimes. the facilities inside villa is cool. The bed is spacious and the pillow so good. Definitely will return",Diulas pada 10 September 2020
Pratnya,Indonesia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Agustus 2020,"10,0","We choose to stay here after browsing for reviews. The fact that the villa has private pool and private kitchen make us really secure during these times. Facilities are really clean, service is truly great, the hotel staff remember my kids nicknames. Quick serving time whenever we call them for assistance. One of our best vacation. Breakfast are abundance & great, sent to our villa. Definitely will be our option in our future holiday to Ubud",Diulas pada 26 Agustus 2020
Gusta,Indonesia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Desember 2019,"8,8","Nice room and pool, clean, staff are friendly, no gym.",Diulas pada 11 Januari 2020
Jerome,Singapura,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Desember 2019,"5,6","pros: the place is far away from most attractions and is great if you would like to wind down away from the buzz and crowds. Just go for the larger villa that will give you more freedom of space. 

Cons: the estate lacks  maintenience. More attention could be paid to the details, like cobwebs, algae, plastics tips lying around the decking, wasps nest on sofa covering, glass shard on the floor mat etc",Diulas pada 02 Januari 2020
Ha,N/A,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada November 2019,"9,6",Really nice romantic place calm clean good food,Diulas pada 09 November 2019
Wisando,Indonesia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Oktober 2019,"8,0","The location is pretty bad, quite distance from the central ubud but you get the peaceful and serene surrounding. The rooms are fantastic and the staff are friendly",Diulas pada 23 Oktober 2019
Nur,Singapura,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Oktober 2019,"9,2","Staff was very friendly and helpful, Villa was a little dirty/dusty except for the pool, it was really clean. They have smart tv so we could play YouTube.",Diulas pada 23 Oktober 2019
peter,Australia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada September 2019,"8,0",A great place to go when you want to forget about the world or you simply want to just get amongst the rice fields of Bali either way you will be fully recharged when you leave. It is also true what reviewers are saying about the staff warm and friendly and can't do enough for you. Ubud is a lovely place to truly take in Bali.,Diulas pada 15 September 2019
Thy,Vietnam,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada September 2019,"10,0","The hotel was great and worth every cent. Breakfast’s quite limited and not so good though but overall, this villas is perfect for our getaway trip or honeymoon",Diulas pada 12 September 2019
Siska,N/A,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada September 2019,"10,0","Very comfy & clean villas, the facility is great, very friendly staffs, very on time & reliable airport transfer service, the free shuttle to ubud centre is very helpful, the food tastei recommend to try the bebek betutu if you have no idea what to order & u feel like to eat whats the local specialty menus. The pool was clean. It was our first time visit and we didn't regret anything we experienced here :)",Diulas pada 11 September 2019
Helen,N/A,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 7 malam pada Juli 2019,"8,8","Daun Lebar is a lovely, smaller complex of boutique villas.  I was upgraded from a single bedroom to a double, to allow me to access a larger pool and outdoor living/dining area.  The staff are very helpful and attentive.  The food is lovely, the grounds and villas superb.  I enjoyed bike riding around the village, yoga, multiple massages, day tours to the rice terraces, coffee at Bali Palina and sacred temples.  I four wheeled drove up Mt Batur and hiked a short distance to watch the sunrise over Mt Agung then soaked in the hot springs of Lake Batur.  Daily shuttle trips into Ubud for shopping and art galleries.  An acoustic, resonance healing session at the Pyramids of Chi.  I felt safe, secure and enjoyed every minute of my time at Daun Lebar.  It is a 35 minute drive to Ubud, but I enjoyed each drive, as it gave me a chance to look at all the villages along the way.",Diulas pada 03 Agustus 2019
Chia,Malaysia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Juni 2019,"9,2","The villa was awesome, being upgraded to 3 room villa but actually I wanted 1 room villa because I want to take photo is nicer. But I guess I have no choice they told me it was full. Anyway the 3 room villa was nice too! However, they can improve on the food, it wasn't tasty and the portion is small and of course is much expensive. However we have no choice as there's nothing outside the villa. The villa is located in a secluded area, be prepared to go through dark and depo forest. The floating basket was quite expensive just to rent it for a morning. Overall we enjoyed our stay, I wish I could spent more time.",Diulas pada 24 Juni 2019
Nur',Malaysia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 4 malam pada Juni 2019,"9,2","Once you stepped inside the villa, you will feel like you never want to go outside and spend your days relaxing away from all the hassle. Very secluded and great for honeymoon.",Diulas pada 13 Juni 2019
KIM,Malaysia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Mei 2019,"2,0","1）The hotel is very remote, the grass is long and not trimmed. After living, I dare not come again. It is very difficult to sleep at night, and is awakened by the sound.

2）We originally booked 2 villas, and the hotel informed that the room was fully booked, so upgrade gave us a villa 3 bed room and gave us a 45min spa & dinner buffet, we agreed, but the hotel staff told us when the day arrived. The room was there again, so he changed back to our original reservation room, but didn't give notice in advance. Fortunately, we used to call to confirm before, otherwise we would have to go back to the city for dinner. We feel that the hotel should not change the room type we booked. Since it is determined that there is no room, after upgrading the room to us, it should not be changed, and without prior notice, I feel that the hotel service is too bad.",Diulas pada 01 Juni 2019
Ahmad,Singapura,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada April 2019,"10,0","Subject title says it all! Amazing villa with hospitable staffs from start to end. Although the location was pretty far in Ubud, the tranquility of this villa is exceeded my expectation. The rooms were clean and the private pool was just perfect. Would love stay here again for sure!",Diulas pada 10 April 2019
Swee,Malaysia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Maret 2019,"6,0","If you are looking for serene & quiet stay then Daun Lebar is your choice. It is far from town which is not convenient for us if you are looking for cafe, food, massage & shopping. Our unpleasant experience was during heavy rain, the hotel doesn't have a buggy to send us to lobby. Thus we had to walk with a distance with umbrella and nobody assist us to get onto our car.",Diulas pada 18 Maret 2019
Renee,Singapura,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Maret 2019,"7,6","First off the location wasn't really best. It's very secluded with no facilities around at all. If you prefer a quiet place to relax then this is a great place, but please remember to stock up some food/snacks because there's nowhere to go if you feel hungry at night! Rooms were clean and the staffs were really polite and helpful and they are always so smiley! Only bad thing is that because of the surroundings, you get alot of big bugs and flies flying around all the time!",Diulas pada 15 Maret 2019
Nirmal,Australia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 3 malam pada Januari 2019,"3,6",We were booked for three nights. We complained about the bad odour in our Villa. We were moved to another Villa which was no different. We checked out on the third and the manager asked refund from Agoda,Diulas pada 24 Januari 2019
Pavan,Singapura,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 4 malam pada Desember 2018,"8,4","If you prefer staying within easy access of Ubud (or any other) town and the markets/restaurants it has to offer, then don't stay at Daun Lebar. But if you value a tranquil environment amidst quiet and serene surroundings, then it is a great choice. Allow for 30-45 minutes travel time to Ubud town in all of your plans. The food at the restaurant is quite good. The staff are extremely friendly and helpful.",Diulas pada 03 Januari 2019
Dhivya,Singapura,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Desember 2018,"4,8",Love the staff. Villa was nice but loads of flies and villa gate lock was spoilt. Food was okay but staff were super friendly and helpful. The staff were the best part of this whole place. Really beautiful but far out.,Diulas pada 29 Desember 2018
Lee,Malaysia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Desember 2018,"7,2",This villa is in a very quiet & secluded area. Took me more than 2hours ride to arrive in this peak season. The price for a pool villa like this is quite reasonable. I personally like the cozy bedroom & spacious bathroom a lot despite that there are a lot of flies all over the place including the breakfast area.,Diulas pada 28 Desember 2018
Andi,Indonesia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 4 malam pada Desember 2018,"5,2","From the airport, it took about 2-2.5 hours to reach the villa, with parts of the road not having streetlights, so it’s quite dangerous on rainy nights (the roads were meandering too, with cliffs on the side).

The rooms were clean, we stayed in a two-bedroom villa called Juwet. However, the plumbing wasn’t that good and one of the room smelled (we had to constantly turn the exhaust fan on). Plus there were LOTS of flies (which probably wasn’t their fault) but it added to the inconvenience. Imagine wanting to relax in the common room but there were about 40ish flies buzzing around at noon. At nights or when it rained hard there weren’t as many flies.

Staffs were very friendly and eager to help, but they’re clearly not trained nor experienced. One of us asked for half-boiled or soft-boiled eggs, they came out too hard, or 80% raw. After a few tries, we gave up. Fruit slices were mainly dry, food experience in general wasn’t something to look forward for. And with the flies buzzing around, they put out cutleries in the open, which I think is not hygienic. 

Some of them asked us for our villa key so that they could clean our villa, which was weird since they should have their own keys. We didn’t give it, but later on someone tried to return the villa key to us (the key was actually their own set). 

The liquid soap in the bathroom needed to be refilled so we left the container open, but the housekeeper didn’t refill it. 

Asking your complimentary breakfast to be delivered to your room will cost you 200K IDR. Some hotels and villas offer this service for free.

It wasn’t completely horrible, as the air was clean and fresh. It was refreshingly cold as well. But we think we won’t be coming back.",Diulas pada 25 Desember 2018
Darrell,Indonesia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada September 2018,"10,0",great place for honeymoon,Diulas pada 22 November 2018
yunhye,Korea Selatan,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Oktober 2018,"9,2",The villa is clean and beautiful. The best thing about that villa is the friendly staff especially the manager. The manager had great communication and was very attentive. Will be coming back!,Diulas pada 15 Oktober 2018
Elissa,Indonesia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 2 malam pada Oktober 2018,"9,6","Our first impression of the place was very secluded but peaceful environment, we arrived and personally greeted by our names from one of the staffs.
The villa located in ridge, so you can enjoy the true Ubud jungle ambiance, it has lustful of greeneries scene (very epic in our opinion) from the rice paddy fields to the big ancient trees around the complex and thus the cool weather of it. Once you arrive, the first sight on your left is open air style terrace with bamboo furnitures and your right is villa's restaurant. And if you have the good physical fitness, you can jog down a few hundred metres to the ravine where one of the local ancient Pura (Hindu's prayer hall or church for Christian believers) located. The villa also provided a few bicycles for free.

You can also try their in house massage services, they have some packages starting from IDR 200k+++. My husband liked the ""Meapun Massage"" it's a deep tissue massage with constant pressure concentrated on your back and shoulders.",Diulas pada 10 Oktober 2018
yan,Singapura,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada September 2018,"9,6",We are greeted with a warm smile upon check in. The villa is beautiful and peaceful. Morning breakfast is fabulous too! Totally recommend this place for some peaceful time.,Diulas pada 30 September 2018
Wing,Hong Kong,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada September 2018,"6,4","Just found this hotel open for one month hence staff are inexperience, especially the chep takes 1 hr to prepare breakfast in super big portion and taste is too salty.  Then the toothpaste inside the room seems used.",Diulas pada 27 September 2018
Agus,Indonesia,Vila Dua Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Agustus 2022,"8,4",Villa yang sangat bagus nyaman keren luas. Tp sayang hanya jauh kemana2 dan akses gofood dan grabfood susah. Jd harus beli makanan dulu sblom k villa,Diulas pada 04 Agustus 2022
Diah,Indonesia,Vila 1 Kamar Tidur dengan Kolam Renang,Menginap 1 malam pada Agustus 2020,"10,0","Tempatnya keren fasilitas lengkap banyak spots buat fotoan, adem banget banyak tanaman disekitar villa, tempatnya ditengah desa jadi sensasi naturalnya kerasa banget",Diulas pada 22 Agustus 2020
Romi,Indonesia,Vila Tiga Kamar Tidur,Menginap 2 malam pada September 2018,"8,4",Lokasi nya di tengah sawah sehingga cocok untuk tamu yang mencari ketenangan dan suasana persawahan. Fasilitas cukup lengkap sampai apabila hendak masak sendiri. Kualitas bangunan baru dan bagus walaupun ada beberapa yang masih dapat disempurnakan mengingat baru buka 1 bulan yang lalu.,Diulas pada 24 September 2018
CHENG,Republik Rakyat Tiongkok,Vila Tiga Kamar Tidur,Menginap 4 malam pada Juli 2024,"7,6",房间够大，卫生过得去，很安静，不足的是离市区有点远，打车去乌布热闹的地方大概30到40分钟,Diulas pada 31 Juli 2024
